# MANIFIESTO DE PROCEDENCIA de game/e2e/espejo-tour/saves/  (guarda: re/tools/test_saves_procedencia.py)
#
# El directorio de semillas esta FUERA del indice desde #228 y el tour ESCRIBE ahi: sin este
# fichero, re-escribir una semilla no aparece en ningun diff (paso el 20-08 con part01-06 y
# partio la cadena en dos — ver re/notes/espejo-cadena-party-muerta.md §2).
#
# Solo nombre + sha256 + etiqueta de procedencia. CERO bytes de juego (regimen #228).
# Re-sellar tras una re-escritura DELIBERADA:  python3 re/tools/test_saves_procedencia.py --sellar
#
# columnas:  fichero <TAB> sha256 <TAB> procedencia
ad01.gam	c3988c13f12cd6667d68014746a5fd21da7e48215e6b533cc98b3c50c761d5ef	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad01.sidecar.json	250eb77cd95a255a2fbda99c496e9fad890e9c62d05826d5ef87cf0d5cae38f3	sellado:1fc1a101
ad02.gam	718813cde65c9b9e636c04f78d07e705aba2760c65c695d6a2083a149c7a886c	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad02.sidecar.json	471893dec15852f20a963df6d1d7ffa628a1a8939008972a01a7989d77dc9412	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad03.gam	0c1b7243c5ce705b282350d7eecd4a98083902239e60d36346f6f69c76615bfd	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad03.sidecar.json	796f5a4a888062ee5b61c1d501c543bcfc153441dae86ff39ea0422c5fa86813	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad04.gam	79d57f83aaff19e5dbba8ee07a8f3057ed50eeb3be41bdf43f73e748f7f6dba1	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad04.sidecar.json	d9deca600e5691acf6f823529951974f27305a3a27d43a9e6686dc7f1079e1c3	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad05.gam	3c9de7ac3c2cc7e911292a01761bfc048b8005fe122bcf1f3b1516eb50bd0556	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
ad05.sidecar.json	015ccc49c2f6ae126737ca7c9a58d7dfa7efb4fe192759c26dca3512c54d8f19	cadena-AD-regenerada:2026-08-24 rama=ad-desbloqueo arbol=f5dbe520 cmd=U5_ESPEJO_SAVES_DIR=<propio>+U5_ESPEJO_CORPUS=ad+U5_ESPEJO_SOFT=1+U5_ESPEJO_VEHICULO=1 playwright.espejo ad01..ad25 siembra=boot-fresh acta=re/notes/espejo-ad-instalacion.md
